"Airport..Name" "Origin.State" "origin_id"
"GREELEY MUNICIPAL ARPT" "Nebraska" 1607
"VICKSBURG TALLULAH REGIONAL ARPT" "Mississippi" 1608
"IXTAPA-ZIHUATENEJO" "N/A" 1609
"WAKEMAN ARPT" "Ohio" 1610
"GENERAL WM J FOX AIRFIELD" "California" 1611
"ROWAN COUNTY ARPT" "North Carolina" 1612
"CINCINNATI-BLUE ASH ARPT" "Ohio" 1613
"WATERTOWN MUNICIPAL ARPT" "Wisconsin" 1614
"SUMMIT HEALTHCARE RGNL MED CENTER" "Arizona" 1615
"PHI FOURCHON BASE HELIPORT" "Louisiana" 1616
"HOUSTON EXECUTIVE ARPT" "Texas" 1617
"STEEL PIER TAJ MAHAL HELIPORT" "New Jersey" 1618
"FREEMAN MUNICIPAL ARPT" "Indiana" 1619
"AIR LOGICTICS N HELIPORT" "Louisiana" 1620
"VALDEZ PIONEER FIELD ARPT" "Alaska" 1621
"METTEL FIELD ARPT" "Indiana" 1622
"PINAL AIRPARK" "Arizona" 1623
"SCAMMON BAY AIRPORT" "Alaska" 1624
"BARSTOW-DAGGETT ARPT" "California" 1625
"HORACE WILLIAMS ARPT" "North Carolina" 1626
"ROGERS MUNICIPAL ARPT-CARTER FIELD" "Arkansas" 1627
"SHELL LAKE MUNICIPAL ARPT" "Wisconsin" 1628
"KINGS LAND O' LAKES ARPT" "Wisconsin" 1629
"AIR LOGISTICS HELIPORT" "Louisiana" 1630
"JASPER COUNTY ARPT" "Indiana" 1631
"DOMODEDOVE INTL ARPT" "N/A" 1632
"GWINNER-ROGER MELROE FIELD ARPT" "North Dakota" 1633
"POINT SALINES INTL" "N/A" 1634
"SIDNEY-RICHLAND MUNICIPAL ARPT" "Montana" 1635
"ST. MARIES MUNICIPAL" "Idaho" 1636
"WINDSOR" "Ontario" 1637
"NORTHWEST FLORIDA BEACHES INTL" "Florida" 1638
"LAKE PALOURDE BASE HELIPORT" "Louisiana" 1639
"PRINCEVILLE ARPT" "Hawaii" 1640
"CHEVRON USA INC SEAPLANE BASE" "Louisiana" 1641
"LAWRENCE MUNICIPAL  ARPT (KS)" "Kansas" 1642
"JOHN S DUNN HELISTOP" "Texas" 1643
"KONGIGANAK ARPT" "Alaska" 1644
"OLD SARUM AIRFIELD" "N/A" 1645
"KNOX COUNTY REGIONAL" "Maine" 1646
"CLEVELAND CLINIC FOUNDATION HELIPORT" "Ohio" 1647
"GEORGE M BRYAN ARPT" "Mississippi" 1648
"RANGLEY ARPT" "Colorado" 1649
"HARRISON COUNTY ARPT" "Texas" 1650
"TACHIKAWA/YOKOTA AB ARPT" "N/A" 1651
"HAVRE CITY-COUNTY ARPT" "Montana" 1652
"YAZOO COUNTY ARPT" "Mississippi" 1653
"NORTH WEALD AIRFIELD" "N/A" 1654
"GRAND RAPIDS/ITASCA COUNTY ARPT" "Minnesota" 1655
"EEK ARPT" "Alaska" 1656
"KLAWOCK ARPT" "Alaska" 1657
"ADDINGTON FIELD ARPT" "Kentucky" 1658
"PAUL C MILLER-SPARTA ARPT" "Michigan" 1659
"BANGALORE INTL ARPT" "N/A" 1660
"PITT-GREENVILLE ARPT" "North Carolina" 1661
"FORT WORTH SPINKS ARPT" "Texas" 1662
"TRENTON MUNICIPAL ARPT" "Missouri" 1663
"ARTHUR DUNN AIR PARK" "Florida" 1664
"PALESTINE MUNICIPAL ARPT" "Texas" 1665
"BRIGHAM & WOMEN'S HOSPITAL HELIPORT" "Massachusetts" 1666
"NEWPORT MUNICIPAL ARPT (OR)" "Oregon" 1667
"TRACY MUNICIPAL ARPT" "California" 1668
"HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY" "Mississippi" 1669
"CORLAND COUNTY ARPT-CHASE FIELD" "New York" 1670
"LOGAN COUNTY ARPT" "West Virginia" 1671
"AEROFLEX-ANDOVER" "New Jersey" 1672
"DEMOPOLIS MUNICIPAL ARPT" "Alabama" 1673
"DUBLIN INTL ARPT" "N/A" 1674
"HORSESHOE BAY RESORT ARPT" "Texas" 1675
"WENDOVER ARPT" "Utah" 1676
"DENNIS F CANTRELL FIELD ARPT" "Arkansas" 1677
"LA ISABELA  INTL ARPT" "N/A" 1678
"COLUMBIA GORGE REGIONAL ARPT" "Oregon" 1679
"MIDWEST NATIONAL AIR CENTER ARPT" "Missouri" 1680
"AIR LOGISTICS GALLIANO HELIPORT" "Louisiana" 1681
"ROBERT R WELLS JR ARPT" "Texas" 1682
"ETMC - ATHENS HELIPORT" "Texas" 1683
"LUXEMBOURG INTL ARPT" "N/A" 1684
"IMMOKALEE REGIONAL ARPT" "Florida" 1685
"ANIAK AIRPORT" "Alaska" 1686
"MOBILE AIRPORT" "Arizona" 1687
"WAKE ISLAND AIRFIELD" "Prince Edward Island" 1688
"ROTA INTL ARPT" "Prince Edward Island" 1689
"BUCKEYE MUNICIPAL ARPT" "Arizona" 1690
"AK CHIN COMMUNITY AIRFIELD" "Arizona" 1691
"CHATHAM MUNICIPAL ARPT" "Massachusetts" 1692
"MICHIGAN CITY MUNICIPAL ARPT" "Indiana" 1693
"BOONE COUNTY ARPT" "Arkansas" 1694
"HANOVER COUNTY MUNICIPAL ARPT" "Virginia" 1695
"BRIGHAM CITY ARPT" "Utah" 1696
"TIPTON ARPT" "Maryland" 1697
"KENTMORR AIRPARK" "Maryland" 1698
"LEBANON-WARREN COUNTY ARPT" "Ohio" 1699
"EAGLE CREEK AIRPARK" "Indiana" 1700
"MALAGA ARPT" "N/A" 1701
"GENERAL ROBERTO FIERRO VILLALOBOS INTL" "N/A" 1702
"TORONTO/BUTTONVILLE MUNICIPAL" "Ontario" 1703
"PLATTSBURGH INTL ARPT" "New York" 1704
"GUSTAVO ROJAS PINILLA INTL ARPT" "N/A" 1705
"SEMINOLE MUNICIPAL ARPT" "Oklahoma" 1706
"BOB SIKES ARPT" "Florida" 1707
"HESPERIA ARPT" "California" 1708
"V C BIRD INTL ARPT" "N/A" 1709
"UKIAH MUNICIPAL ARPT" "California" 1710
"WEST PLAINS REGIONAL ARPT" "Missouri" 1711
"TUNICA MUNI ARPT" "Mississippi" 1712
"GARNER FIELD ARPT" "Texas" 1713
NULL "Maine" 1714
"FAYETTE COOUNTY ARPT" "Ohio" 1715
"NORTH BIG HORN COUNTY ARPT" "Wyoming" 1716
"UPSHUR COUNTY REGIONAL ARPT" "West Virginia" 1717
"GRANT-MILAN MUNI ARPT" "New Mexico" 1718
"VICTORIA HARBOUR" "British Columbia" 1719
"TWENTYNINE PALMS" "California" 1720
"MACKINAC COUNTY ARPT" "Michigan" 1721
"DELAWARE MUNICIPAL ARPT" "Ohio" 1722
"GENEVA INTL ARPT" "N/A" 1723
"GALILEO GALILEI ARPT" "N/A" 1724
"JAMES CLEMENTS MUNICIPAL ARPT" "Michigan" 1725
"MEFFORD FIELD ARPT" "California" 1726
"AULTMAN HOSPITAL HELLIPORT" "Ohio" 1727
"CRAWFORDSVILLE MUNI ARPT" "Indiana" 1728
"ST LUKE'S NORTHLAND HOSPITAL HELIPORT" "Missouri" 1729
"LAKE CUMBERLAND REGIONAL ARPT" "Kentucky" 1730
"FREMONT AIRPORT" "Ohio" 1731
"SHANDS JACKSONVILLE HOSPITAL HELIPORT" "Florida" 1732
"HICKORY REGIONAL ARPT" "North Carolina" 1733
"BROWN FLD MUNICIPAL ARPT" "California" 1734
"QUINN FIELD ARPT" "Nebraska" 1735
"UNIV OF MD SHOCK TRAUMA CTR HELIPORT" "Maryland" 1736
"LOUDOUN HOSPITAL CENTER HELIPORT" "Virginia" 1737
"PORT GRAHAM ARPT" "Alaska" 1738
"TULLAHOMA REGIONAL ARPT" "Tennessee" 1739
"MARANA REGIONAL ARPT" "Arizona" 1740
"WEST KENTUCKY AIRPARK" "Kentucky" 1741
"GRAYSON COUNTY ARPT" "Kentucky" 1742
"GATLINBURG- PIGEON FORGE ARPT" "Tennessee" 1743
"HIDDEN LAKE ARPT" "Florida" 1744
"RIO VISTA MUNICIPAL ARPT" "California" 1745
"HICKS AIRFIELD" "Texas" 1746
"EAGLE'S NEST ARPT" "Virginia" 1747
"SMITH FIELD ARPT" "Indiana" 1748
"ELIZABETHTON MUNICIPAL ARPT" "Tennessee" 1749
"WARROAD INTL MEMORIAL ARPT" "Minnesota" 1750
"PRYOR FIELD REGIONAL ARPT" "Alabama" 1751
"EAST 34TH STREET HELIPORT" "New York" 1752
"WINTER HAVEN'S GILBERT ARPT" "Florida" 1753
"CULPEPER REGIONAL ARPT" "Virginia" 1754
"ST. JOHNS INTL" "Newfoundland and Labrador" 1755
"PORTERVILLE MUNICIPAL ARPT" "California" 1756
"MOJAVE ARPT" "California" 1757
"DRAKE FIELD ARPT" "Arkansas" 1758
